date,sku_id,category,supplier_id,units_sold,price,promo_flag,is_black_friday_week,is_christmas_peak,stock_on_hand,stockout_flag,lead_time_days
2021-09-22,1,Storage,SUP_D,12,283.96,0,0,0,505,0,12
2021-09-23,1,Storage,SUP_D,14,297.21,0,0,0,533,0,12
2021-09-24,1,Storage,SUP_D,18,274.49,0,0,0,322,0,12
2021-09-25,1,Storage,SUP_D,15,287.04,0,0,0,450,0,12
2021-09-26,1,Storage,SUP_D,16,273.51,0,0,0,502,0,12
2021-09-27,1,Storage,SUP_D,13,291.31,0,0,0,344,0,12
2021-09-28,1,Storage,SUP_D,18,288.56,0,0,0,481,0,12
2021-09-29,1,Storage,SUP_D,19,285.14,0,0,0,437,0,12
2021-09-30,1,Storage,SUP_D,10,284.0,0,0,0,526,0,12
2021-10-01,1,Storage,SUP_D,29,282.71,0,0,0,352,0,12
2021-10-02,1,Storage,SUP_D,34,280.73,0,0,0,498,0,12
2021-10-03,1,Storage,SUP_D,24,292.71,0,0,0,310,0,12
2021-10-04,1,Storage,SUP_D,20,275.03,0,0,0,326,0,12
2021-10-05,1,Storage,SUP_D,15,273.47,0,0,0,475,0,12
2021-10-06,1,Storage,SUP_D,20,299.78,0,0,0,469,0,12
2021-10-07,1,Storage,SUP_D,11,296.6,0,0,0,443,0,12
2021-10-08,1,Storage,SUP_D,22,298.91,0,0,0,437,0,12
2021-10-09,1,Storage,SUP_D,26,290.09,0,0,0,380,0,12
2021-10-10,1,Storage,SUP_D,27,282.1,0,0,0,465,0,12
2021-10-11,1,Storage,SUP_D,12,291.82,0,0,0,429,0,12
2021-10-12,1,Storage,SUP_D,19,284.05,0,0,0,500,0,12
2021-10-13,1,Storage,SUP_D,17,290.52,0,0,0,557,0,12
2021-10-14,1,Storage,SUP_D,22,280.59,0,0,0,523,0,12
2021-10-15,1,Storage,SUP_D,17,282.93,0,0,0,351,0,12
2021-10-16,1,Storage,SUP_D,30,290.33,0,0,0,346,0,12
2021-10-17,1,Storage,SUP_D,17,287.24,0,0,0,346,0,12
2021-10-18,1,Storage,SUP_D,17,256.83,1,0,0,543,0,12
2021-10-19,1,Storage,SUP_D,21,227.24,1,0,0,406,0,12
2021-10-20,1,Storage,SUP_D,21,241.45,1,0,0,500,0,12
2021-10-21,1,Storage,SUP_D,28,199.08,1,0,0,549,0,12
2021-10-22,1,Storage,SUP_D,18,233.15,1,0,0,484,0,12
2021-10-23,1,Storage,SUP_D,28,225.73,1,0,0,337,0,12
2021-10-24,1,Storage,SUP_D,37,237.56,1,0,0,304,0,12
2021-10-25,1,Storage,SUP_D,24,279.94,0,0,0,402,0,12
2021-10-26,1,Storage,SUP_D,18,276.1,0,0,0,392,0,12
2021-10-27,1,Storage,SUP_D,17,290.96,0,0,0,430,0,12
2021-10-28,1,Storage,SUP_D,22,279.51,0,0,0,531,0,12
2021-10-29,1,Storage,SUP_D,24,276.66,0,0,0,447,0,12
2021-10-30,1,Storage,SUP_D,26,294.64,0,0,0,321,0,12
2021-10-31,1,Storage,SUP_D,22,275.73,0,0,0,416,0,12
2021-11-01,1,Storage,SUP_D,21,300.37,0,0,0,425,0,12
2021-11-02,1,Storage,SUP_D,18,288.27,0,0,0,411,0,12
2021-11-03,1,Storage,SUP_D,19,294.42,0,0,0,478,0,12
2021-11-04,1,Storage,SUP_D,27,291.22,0,0,0,317,0,12
2021-11-05,1,Storage,SUP_D,22,291.08,0,0,0,466,0,12
2021-11-06,1,Storage,SUP_D,19,300.77,0,0,0,491,0,12
2021-11-07,1,Storage,SUP_D,28,290.95,0,0,0,400,0,12
2021-11-08,1,Storage,SUP_D,21,285.87,0,0,0,301,0,12
2021-11-09,1,Storage,SUP_D,28,298.59,0,0,0,487,0,12
2021-11-10,1,Storage,SUP_D,26,290.52,0,0,0,510,0,12
2021-11-11,1,Storage,SUP_D,20,299.92,0,0,0,318,0,12
2021-11-12,1,Storage,SUP_D,32,314.18,0,0,0,507,0,12
2021-11-13,1,Storage,SUP_D,27,311.47,0,0,0,435,0,12
2021-11-14,1,Storage,SUP_D,31,294.04,0,0,0,372,0,12
2021-11-15,1,Storage,SUP_D,18,302.35,0,0,0,482,0,12
2021-11-16,1,Storage,SUP_D,26,301.26,0,0,0,289,0,12
2021-11-17,1,Storage,SUP_D,14,306.44,0,0,0,320,0,12
2021-11-18,1,Storage,SUP_D,24,310.79,0,0,0,507,0,12
2021-11-19,1,Storage,SUP_D,29,305.52,0,0,0,329,0,12
2021-11-20,1,Storage,SUP_D,21,302.96,0,0,0,427,0,12
2021-11-21,1,Storage,SUP_D,24,313.47,0,0,0,363,0,12
2021-11-22,1,Storage,SUP_D,25,305.18,0,1,0,356,0,12
2021-11-23,1,Storage,SUP_D,27,291.02,0,1,0,346,0,12
2021-11-24,1,Storage,SUP_D,25,295.36,0,1,0,435,0,12
2021-11-25,1,Storage,SUP_D,24,294.98,0,1,0,482,0,12
2021-11-26,1,Storage,SUP_D,29,306.38,0,1,0,357,0,12
2021-11-27,1,Storage,SUP_D,31,293.49,0,1,0,385,0,12
2021-11-28,1,Storage,SUP_D,31,298.74,0,1,0,414,0,12
2021-11-29,1,Storage,SUP_D,9,309.33,0,1,0,526,0,12
2021-11-30,1,Storage,SUP_D,18,307.76,0,1,0,407,0,12
2021-12-01,1,Storage,SUP_D,20,312.62,0,0,1,455,0,12
2021-12-02,1,Storage,SUP_D,14,300.01,0,0,1,528,0,12
2021-12-03,1,Storage,SUP_D,21,305.01,0,0,1,437,0,12
2021-12-04,1,Storage,SUP_D,21,309.18,0,0,1,299,0,12
2021-12-05,1,Storage,SUP_D,27,294.07,0,0,1,391,0,12
2021-12-06,1,Storage,SUP_D,19,293.56,0,0,1,490,0,12
2021-12-07,1,Storage,SUP_D,14,303.49,0,0,1,488,0,12
2021-12-08,1,Storage,SUP_D,18,292.1,0,0,1,545,0,12
2021-12-09,1,Storage,SUP_D,21,306.69,0,0,1,391,0,12
2021-12-10,1,Storage,SUP_D,24,305.87,0,0,1,420,0,12
2021-12-11,1,Storage,SUP_D,23,309.27,0,0,1,453,0,12
2021-12-12,1,Storage,SUP_D,24,287.08,0,0,1,517,0,12
2021-12-13,1,Storage,SUP_D,33,247.59,1,0,1,361,0,12
2021-12-14,1,Storage,SUP_D,22,260.13,1,0,1,516,0,12
2021-12-15,1,Storage,SUP_D,29,270.06,1,0,1,410,0,12
2021-12-16,1,Storage,SUP_D,41,219.15,1,0,1,467,0,12
2021-12-17,1,Storage,SUP_D,25,216.08,1,0,1,397,0,12
2021-12-18,1,Storage,SUP_D,25,231.07,1,0,1,525,0,12
2021-12-19,1,Storage,SUP_D,43,234.81,1,0,1,509,0,12
2021-12-20,1,Storage,SUP_D,36,295.87,0,0,1,334,0,12
2021-12-21,1,Storage,SUP_D,25,289.14,0,0,1,417,0,12
2021-12-22,1,Storage,SUP_D,23,286.28,0,0,1,529,0,12
2021-12-23,1,Storage,SUP_D,22,308.79,0,0,1,342,0,12
2021-12-24,1,Storage,SUP_D,14,290.18,0,0,1,527,0,12
2021-12-25,1,Storage,SUP_D,28,294.25,0,0,0,370,0,12
2021-12-26,1,Storage,SUP_D,28,306.47,0,0,0,509,0,12
2021-12-27,1,Storage,SUP_D,20,290.7,0,0,0,379,0,12
2021-12-28,1,Storage,SUP_D,21,300.64,0,0,0,370,0,12
2021-12-29,1,Storage,SUP_D,16,301.58,0,0,0,495,0,12
2021-12-30,1,Storage,SUP_D,21,290.55,0,0,0,458,0,12
2021-12-31,1,Storage,SUP_D,24,306.81,0,0,0,327,0,12
2022-01-01,1,Storage,SUP_D,24,275.05,0,0,0,413,0,12
2022-01-02,1,Storage,SUP_D,15,274.28,0,0,0,307,0,12
2022-01-03,1,Storage,SUP_D,16,294.16,0,0,0,388,0,12
2022-01-04,1,Storage,SUP_D,13,279.41,0,0,0,456,0,12
2022-01-05,1,Storage,SUP_D,7,291.29,0,0,0,344,0,12
2022-01-06,1,Storage,SUP_D,16,283.06,0,0,0,344,0,12
2022-01-07,1,Storage,SUP_D,9,297.95,0,0,0,318,0,12
2022-01-08,1,Storage,SUP_D,17,284.64,0,0,0,512,0,12
2022-01-09,1,Storage,SUP_D,16,296.41,0,0,0,448,0,12
